1,360779.342,4065982.379
2,360764.667,4065994.022
3,360743.111,4065991.076
4,360707.343,4065986.314
5,360682.353,4065983.056
6,360667.565,4065971.451
7,360671.199,4065949.368
8,360687.041,4065936.247
9,360717.663,4065939.091
10,360731.211,4065954.199
11,360729.068,4065969.727
12,360724.932,4066002.024
13,360719.894,4066038.443
14,360718.415,4066051.414
15,360733.379,4066072.645
16,360746.564,4066074.474
17,360760.451,4066075.903
18,360765.488,4066071.993
19,360773.759,4066003.641
20,360764.385,4065996.848
21,360742.729,4065993.941
22,360729.432,4066081.104
23,360709.481,4066092.083
24,360689.754,4066073.534
25,360676.444,4066068.571
26,360662.909,4066066.779
27,360657.006,4066058.421
28,360665.491,4065988.269
29,360679.145,4065979.296
30,360704.836,4065982.705
31,360736.469,4065987.054
32,360761.697,4065990.205
33,360724.932,4066002.024
34,360719.894,4066038.443
35,360718.415,4066051.414
36,360733.379,4066072.645
