302477.483	4123742.06
302477.755	4123742.529
302477.927	4123742.858
302478.17	4123743.245
302478.399	4123743.689
302478.628	4123744.19
302478.886	4123744.605
302479.115	4123745.12
302479.387	4123745.621
302479.63	4123746.065
302479.859	4123746.48
302480.131	4123747.024
302480.418	4123747.625
302480.69	4123748.155
302480.962	4123748.599
302481.205	4123749.114
302481.463	4123749.587
302481.806	4123750.259
302482.178	4123750.803
302482.665	4123751.018
302483.266	4123751.047
302483.825	4123751.018
302484.383	4123751.004
302484.984	4123751.004
302485.571	4123750.989
302486.215	4123750.989
302486.759	4123750.989
302487.289	4123750.975
302487.979	4123750.932
