302472.873	4123733.869
302473.194	4123734.391
302473.42	4123734.725
302473.7	4123735.231
302473.98	4123735.737
302474.217	4123736.207
302474.522	4123736.77
302474.843	4123737.292
302475.128	4123737.856
302475.457	4123738.476
302475.845	4123739.09
302476.104	4123739.578
302476.519	4123740.288
302476.852	4123740.947
302477.135	4123741.492
302477.466	4123742.131
302477.819	4123742.787
302478.16	4123743.327
302478.493	4123743.986
302478.847	4123744.662
302479.125	4123745.148
302479.476	4123745.786
302479.768	4123746.428
302480.076	4123747.03
302480.405	4123747.649
302480.775	4123748.285
302481.037	4123748.812
302481.322	4123749.376
302481.604	4123749.902
302481.959	4123750.598
302482.331	4123751.253
302482.603	4123751.661
302482.793	4123752.037
302482.983	4123752.414
302483.158	4123752.85
302483.368	4123753.225
302483.566	4123753.581
302483.775	4123753.946
302483.964	4123754.312
302484.166	4123754.717
302484.378	4123755.111
302484.566	4123755.468
302484.812	4123755.81
302485.053	4123756.093
302485.383	4123756.27
302485.759	4123756.306
302486.17	4123756.29
302486.542	4123756.267
302486.913	4123756.245
302487.305	4123756.24
302487.66	4123756.248
302487.951	4123756.213
302488.315	4123756.21
302488.687	4123756.197
302489.099	4123756.191
302489.521	4123756.193
302489.982	4123756.182
302490.483	4123756.178
302490.925	4123756.178
302491.299	4123756.195
302491.789	4123756.181
302492.223	4123756.193
302492.625	4123756.187
302492.989	4123756.194
302493.302	4123756.186
302493.538	4123756.186
