302472.859	4123733.929
302473.215	4123734.409
302473.422	4123734.744
302473.677	4123735.193
302473.959	4123735.719
302474.177	4123736.191
302474.522	4123736.77
302474.802	4123737.276
302475.126	4123737.837
302475.455	4123738.456
302475.864	4123739.088
302476.13	4123739.654
302476.503	4123740.329
302476.872	4123740.945
302477.141	4123741.55
302477.484	4123742.109
302477.82	4123742.807
302478.141	4123743.329
302478.491	4123743.966
302478.868	4123744.68
302479.127	4123745.168
302479.481	4123745.844
302479.789	4123746.446
302480.077	4123747.049
302480.389	4123747.69
302480.738	4123748.308
302481.018	4123748.814
302481.342	4123749.375
302481.648	4123749.957
302482		4123750.614
302482.373	4123751.288
302482.565	4123751.684
302482.778	4123752.098
302482.988	4123752.472
302483.162	4123752.889
302483.37	4123753.244
302483.54	4123753.622
302483.746	4123753.958
302483.937	4123754.334
302484.166	4123754.707
302484.34	4123755.124
302484.569	4123755.497
302484.768	4123755.863
302484.943	4123756.181
302485.12	4123756.519
302485.32	4123756.895
302485.472	4123757.176
302485.603	4123757.44
302485.789	4123757.767
302485.945	4123758.097
302486.188	4123758.292
302486.496	4123758.442
302486.809	4123758.533
302487.129	4123758.603
302487.458	4123758.653
302487.812	4123758.661
302488.185	4123758.658
302488.539	4123758.666
302488.921	4123758.652
302489.254	4123758.643
302489.608	4123758.641
302490		4123758.636
302490.352	4123758.615
302490.733	4123758.592
302491.178	4123758.622
302491.55	4123758.609
302491.886	4123758.629
302492.311	4123758.66
302492.783	4123758.668
302493.177	4123758.683
302493.679	4123758.698
302494.064	4123758.713
302494.497	4123758.724
302494.853	4123758.752
