302489.27	4123773.792
302489.061	4123773.566
302488.956	4123773.218
302488.696	4123772.905
302488.339	4123772.183
302488.513	4123772.54
302488.13	4123771.766
302487.939	4123771.505
302487.769	4123771.138
302487.537	4123770.718
302487.345	4123770.353
302487.15	4123769.996
302486.95	4123769.631
302486.68	4123769.231
302486.558	4123768.848
302486.35	4123768.431
302486.141	4123768.135
302485.95	4123767.752
302485.671	4123767.335
302485.463	4123766.9
302485.236	4123766.483
302484.976	4123766.03
302484.697	4123765.526
302484.349	4123764.917
302484.158	4123764.482
302483.819	4123763.926
302483.601	4123763.508
302483.384	4123763.152
302483.193	4123762.83
302483.054	4123762.595
302482.949	4123762.378
302482.836	4123762.178
302482.697	4123761.952
302482.567	4123761.708
302482.406	4123761.43
302482.275	4123761.204
302482.119	4123760.925
302481.988	4123760.665
302481.771	4123760.299
302481.562	4123759.934
302481.353	4123759.517
302481.145	4123759.169
302480.918	4123758.821
302480.814	4123758.577
302480.675	4123758.334
302480.518	4123758.047
302480.336	4123757.795
302480.049	4123757.534
302479.736	4123757.377
302479.484	4123757.264
302479.17	4123757.168
302478.849	4123757.125
302478.553	4123757.116
302478.222	4123757.125
302477.883	4123757.125
302477.544	4123757.16
302477.214	4123757.142
302476.822	4123757.16
302476.527	4123757.116
302476.196	4123756.995
302475.874	4123756.829
302475.657	4123756.56
302475.466	4123756.334
302475.3	4123756.003
302475.144	4123755.69
302474.996	4123755.386
302474.857	4123755.116
302474.7	4123754.855
302474.57	4123754.594
302474.465	4123754.386
302474.361	4123754.212
