302472.919	4123733.902
302473.153	4123734.369
302473.426	4123734.798
302473.718	4123735.227
302473.971	4123735.752
302474.244	4123736.259
302474.536	4123736.785
302474.848	4123737.291
302475.14	4123737.876
302475.471	4123738.46
302475.783	4123739.045
302476.114	4123739.668
302476.465	4123740.272
302476.815	4123740.915
302477.147	4123741.499
302477.478	4123742.103
302477.77	4123742.668
302478.16	4123743.311
302478.452	4123743.954
302478.822	4123744.596
302479.153	4123745.181
302479.815	4123745.473
302480.536	4123745.59
302481.276	4123745.59
302482.017	4123745.609
302482.757	4123745.648
302483.478	4123745.629
302484.159	4123745.668
302484.841	4123745.668
302485.26	4123745.668
302485.65	4123745.668
302486.107	4123745.678
302486.604	4123745.697
302487.101	4123745.697
302487.51	4123745.717
