302472.912	4123733.886
302473.161	4123734.37
302473.396	4123734.789
302473.684	4123735.234
302473.972	4123735.732
302474.208	4123736.229
302474.549	4123736.779
302474.863	4123737.329
302475.125	4123737.853
302475.465	4123738.455
302475.779	4123739.057
302476.12	4123739.633
302476.486	4123740.262
302476.853	4123740.916
302477.141	4123741.518
302477.507	4123742.121
302477.795	4123742.723
302478.162	4123743.299
302478.424	4123743.954
302478.843	4123744.687
302479.157	4123745.158
302479.419	4123745.786
302479.759	4123746.389
302480.099	4123747.043
302480.414	4123747.567
302480.833	4123748.091
302481.67	4123748.405
302482.534	4123748.405
302483.346	4123748.405
302484.053	4123748.379
302484.943	4123748.326
302485.676	4123748.3
302486.279	4123748.3
302486.802	4123748.287
302487.509	4123748.287
302488.19	4123748.326
302488.74	4123748.339
302489.131	4123748.359
