302489.226	4123773.801
302489.052	4123773.54
302488.922	4123773.236
302488.73	4123772.914
302488.504	4123772.54
302488.33	4123772.175
302488.139	4123771.792
302487.965	4123771.496
302487.774	4123771.131
302487.53	4123770.731
302487.321	4123770.366
302487.148	4123770.018
302486.921	4123769.653
302486.713	4123769.235
302486.521	4123768.853
302486.313	4123768.453
302486.121	4123768.122
302485.93	4123767.722
302485.686	4123767.322
302485.513	4123766.922
302485.269	4123766.452
302485.008	4123765.983
302484.73	4123765.496
302484.417	4123764.939
302484.138	4123764.487
302483.825	4123763.93
302483.547	4123763.53
302483.164	4123763.234
302482.677	4123763.13
302482.121	4123763.008
302481.599	4123762.956
302481.077	4123762.904
302480.573	4123762.834
302480.138	4123762.747
302479.651	4123762.574
302479.147	4123762.33
302478.712	4123762.034
302478.329	4123761.513
302478.068	4123761.078
302477.807	4123760.66
302477.581	4123760.26
302477.355	4123759.878
302477.111	4123759.477
302476.92	4123759.147
302476.729	4123758.825
