302472.909	4123733.826
302473.168	4123734.315
302473.467	4123734.819
302473.707	4123735.309
302474.01	4123735.852
302474.314	4123736.415
302474.663	4123737.032
302474.99	4123737.632
302475.341	4123738.27
302475.691	4123738.907
302476.037	4123739.486
302476.407	4123740.121
302476.692	4123740.686
302476.97	4123741.172
302477.32	4123741.809
302477.695	4123742.504
302478.004	4123743.105
302478.326	4123743.647
302478.611	4123744.211
302478.914	4123744.754
302479.247	4123745.413
302479.62	4123746.087
302479.907	4123746.671
302480.238	4123747.31
302480.569	4123747.949
302480.916	4123748.548
302481.224	4123749.149
302481.571	4123749.748
302481.921	4123750.385
302482.422	4123750.94
302483.018	4123751.016
302483.664	4123750.999
302484.332	4123750.999
302484.942	4123751.005
302485.608	4123750.986
302486.257	4123750.988
302486.903	4123750.971
302487.612	4123750.987
302488.374	4123750.94
302489.102	4123750.955
302489.769	4123750.936
302490.22	4123750.936
302490.555	4123750.946
