1,302473.369,4123734.625
2,302498.085,4123779.029
3,302498.42,4123779.603
4,302509.203,4123799.219
5,302509.225,4123799.255
6,302522.288,4123822.994
7,302522.691,4123823.649
8,302535.967,4123847.436
9,302536.189,4123847.844
10,302549.217,4123870.903
11,302549.365,4123871.096
12,302559.188,4123888.675
13,302559.288,4123888.924
14,302582.786,4123934.651
15,302582.889,4123934.864
16,302596.91,4123996.601
17,302596.917,4123996.63
18,302597.473,4124014.905
19,302597.489,4124015.02
20,302600.385,4124105.923
21,302600.374,4124106.258
22,302578.353,4124128.121
23,302577.922,4124128.042
24,302561.425,4124128.847
25,302561.168,4124128.841
26,302577.666,4124123.659
27,302578.012,4124123.569
28,302593.25,4124106.122
29,302593.262,4124105.649
30,302593.835,4124014.493
31,302593.843,4124013.756
32,302593.117,4123989.499
33,302593.101,4123989.275
34,302556.105,4123890.51
35,302555.969,4123890.284
36,302542.689,4123869.639
37,302542.337,4123869.214
38,302529.887,4123846.548
39,302529.752,4123846.21
40,302515.562,4123820.973
41,302515.513,4123820.931
42,302493.656,4123781.465
43,302493.616,4123781.384
44,302450.717,4123704.229
