302494.326698977791239, 4123773.63897192850709
302498.573536522861104, 4123781.763356797397137
302503.00501917861402, 4123788.04129055980593
302505.867018393822946, 4123794.319224322214723
302511.221726602874696, 4123804.751673074439168
302514.729983705386985, 4123811.214251947589219
302518.607531029148959, 4123818.230766152497381
302522.115788131661247, 4123823.493151806294918
302524.516174570191652, 4123825.708893133793026
302528.670689559949096, 4123828.016957017127424
302531.25572110916255, 4123828.201602127868682
302534.394687990425155, 4123828.109279572498053
302536.795074428955559, 4123827.370699129998684
302540.30333153140964, 4123826.816763797774911
302545.381072074524127, 4123824.324054804164916
302554.059392275346909, 4123819.430959371849895
302563.383970363531262, 4123814.168573718052357
302568.18474324059207, 4123812.876057943329215
302570.585129679180682, 4123813.060703054070473
302572.708548451715615, 4123814.260896273422986
302575.016612334933598, 4123816.661282711662352
302576.216805554169696, 4123819.061669150367379
302578.340224326704629, 4123823.770119471941143
302582.125449095154181, 4123830.140375789720565
302585.910673863661941, 4123837.710825326386839
302589.603576076799072, 4123845.188952308148146
302590.157511408731807, 4123850.174370295833796
302589.511253521428443, 4123854.513530395459384
302588.403382857504766, 4123856.913916834164411
302586.649254306277726, 4123859.498948383145034
302583.602609980443958, 4123862.083979932591319
302576.216805554169696, 4123866.700107698794454
302566.153647023369558, 4123871.777848241850734
302562.830035031540319, 4123874.362879791297019
302559.044810263032559, 4123876.670943674631417
302556.921391490497626, 4123879.163652668707073
302555.444230605207849, 4123883.502812769263983
302556.921391490497626, 4123888.02661798056215
302559.229455373715609, 4123890.24235930852592
302562.553067365544848, 4123896.61261562583968
302567.815453019167762, 4123906.214161379262805
302573.816419115522876, 4123917.38519057398662
302579.263449879887048, 4123928.371574658900499
302582.494739316345658, 4123935.665056530386209
302585.541383642179426, 4123942.86621584603563
302590.203672686242498, 4123955.652889758348465
302594.08122001006268, 4123969.131982836406678
302595.327574506925885, 4123981.364721417427063
302595.973832394229248, 4123991.197073560208082
302596.943219225271605, 4124006.245650079566985
302596.573929003963713, 4124013.677615783177316
302597.958767333824653, 4124023.925419423729181
302598.92815416486701, 4124033.665449011139572
302599.897540995792951, 4124042.11296282382682
302600.036024828732479, 4124049.960380027536303
302599.989863551047165, 4124061.777667109388858
302600.220669939357322, 4124073.779599302448332
302600.220669939357322, 4124083.796596555504948
302600.082186106359586, 4124092.61340058920905
302599.805218440364115, 4124101.476365900598466
302599.851379718049429, 4124114.493846201337874
302599.205121830746066, 4124129.588583997450769
302599.343605663743801, 4124144.775644348934293
302599.62057332979748, 4124155.577383322175592
302599.851379718049429, 4124166.332961017731577
302599.712895885109901, 4124178.473377042915672
302599.666734607482795, 4124190.567631791345775
302599.482089496857952, 4124208.016594748012722
302598.835831609554589, 4124221.080236327368766
302598.42038011061959, 4124234.282361739315093
302598.605025221244432, 4124243.837746215518564
302598.697347776556853, 4124252.285260028205812
302597.127864335896447, 4124272.596222199033946
302593.804252344067208, 4124286.444605498109013
302587.157028360408731, 4124299.369763244409114
302579.586578823509626, 4124310.4484698837623
302568.877162405406125, 4124321.157886301632971
302556.875230212695897, 4124329.466916281264275
302539.149299589742441, 4124336.852720707654953
302529.547753835562617, 4124339.807042478118092
302520.315498302748892, 4124345.531040908303112
302513.668274319090415, 4124350.516458895988762
302504.989954118209425, 4124362.14910086710006
302500.189181241090409, 4124371.381356399971992
302496.496279028011486, 4124383.937223924323916
302496.311633917386644, 4124397.047026780899614
302496.496279028069694, 4124418.281214506365359
302496.680924138694536, 4124436.561080461367965
302496.311633917328436, 4124450.871076537296176
302496.403956472640857, 4124464.073201949242502
302498.342730134550948, 4124470.166490601375699
302504.620663896901533, 4124474.41332814656198
302508.498211220721714, 4124480.045004021376371
302510.252339771948755, 4124487.33848589239642
302510.067694661265705, 4124493.524097099434584
302506.651760114124045, 4124500.355966193601489
302500.189181241148617, 4124506.079964623786509
302494.188215144793503, 4124507.372480398509651
302488.187249048438389, 4124505.526029292028397
302482.093960396770854, 4124501.74080452369526
302477.016219853714574, 4124495.462870761286467
302475.169768747116905, 4124488.907969332765788
302475.539058968483005, 4124482.99932579183951
302480.432154400856234, 4124475.521198810078204
302486.340797941898927, 4124470.905071043875068
302489.664409933728166, 4124465.73500794544816
302490.587635486968793, 4124455.487204303499311
302490.310667821031529, 4124444.593142775353044
302490.956925708334893, 4124433.883726357016712
302490.772280597710051, 4124425.113083600997925
302490.587635486968793, 4124411.541667967569083
302490.956925708276685, 4124397.693284668494016
302491.510861040325835, 4124385.322062254417688
302493.172667036240455, 4124375.997484166175127
302496.680924138636328, 4124366.118970745708793
302502.958857900986914, 4124354.578651329968125
302512.560403655224945, 4124344.700137909501791
302522.069626854034141, 4124337.129688372835517
302533.702268825436477, 4124333.067495938390493
302545.981168684025761, 4124328.636013282928616
302557.521488100057468, 4124322.450402075890452
302567.769291741540655, 4124315.526210425887257
302574.416515725199133, 4124308.232728554867208
